"id","price"
1,151.569560612148
2,151.569560612148
3,151.569560612148
4,151.569560612148
5,151.569560612148
6,151.569560612148
7,151.569560612148
8,151.569560612148
9,151.569560612148
10,151.569560612148
11,151.569560612148
12,151.569560612148
13,151.569560612148
14,151.569560612148
15,151.569560612148
16,151.569560612148
17,151.569560612148
18,151.569560612148
19,151.569560612148
20,151.569560612148
21,151.569560612148
22,151.569560612148
23,151.569560612148
24,151.569560612148
25,151.569560612148
26,151.569560612148
27,151.569560612148
28,151.569560612148
29,151.569560612148
30,151.569560612148
31,151.569560612148
32,151.569560612148
33,151.569560612148
34,151.569560612148
35,151.569560612148
36,151.569560612148
37,151.569560612148
38,151.569560612148
39,151.569560612148
40,151.569560612148
41,151.569560612148
42,151.569560612148
43,151.569560612148
44,151.569560612148
45,151.569560612148
46,151.569560612148
47,151.569560612148
48,151.569560612148
49,151.569560612148
50,151.569560612148
51,151.569560612148
52,151.569560612148
53,151.569560612148
54,151.569560612148
55,151.569560612148
56,151.569560612148
57,151.569560612148
58,151.569560612148
59,151.569560612148
60,151.569560612148
61,151.569560612148
62,151.569560612148
63,151.569560612148
64,151.569560612148
65,151.569560612148
66,151.569560612148
67,151.569560612148
68,151.569560612148
69,151.569560612148
70,151.569560612148
71,151.569560612148
72,151.569560612148
73,151.569560612148
74,151.569560612148
75,151.569560612148
76,151.569560612148
77,151.569560612148
78,151.569560612148
79,151.569560612148
80,151.569560612148
81,151.569560612148
82,151.569560612148
83,151.569560612148
84,151.569560612148
85,151.569560612148
86,151.569560612148
87,151.569560612148
88,151.569560612148
89,151.569560612148
90,151.569560612148
91,151.569560612148
92,151.569560612148
93,151.569560612148
94,151.569560612148
95,151.569560612148
96,151.569560612148
97,151.569560612148
98,151.569560612148
99,151.569560612148
100,151.569560612148
101,151.569560612148
102,151.569560612148
103,151.569560612148
104,151.569560612148
105,151.569560612148
106,151.569560612148
107,151.569560612148
108,151.569560612148
109,151.569560612148
110,151.569560612148
111,151.569560612148
112,151.569560612148
113,151.569560612148
114,151.569560612148
115,151.569560612148
116,151.569560612148
117,151.569560612148
118,151.569560612148
119,151.569560612148
120,151.569560612148
121,151.569560612148
122,151.569560612148
123,151.569560612148
124,151.569560612148
125,151.569560612148
126,151.569560612148
127,151.569560612148
128,151.569560612148
129,151.569560612148
130,151.569560612148
131,151.569560612148
132,151.569560612148
133,151.569560612148
134,151.569560612148
135,151.569560612148
136,151.569560612148
137,151.569560612148
138,151.569560612148
139,151.569560612148
140,151.569560612148
141,151.569560612148
142,151.569560612148
143,151.569560612148
144,151.569560612148
145,151.569560612148
146,151.569560612148
147,151.569560612148
148,151.569560612148
149,151.569560612148
150,151.569560612148
151,151.569560612148
152,151.569560612148
153,151.569560612148
154,151.569560612148
155,151.569560612148
156,151.569560612148
157,151.569560612148
158,151.569560612148
159,151.569560612148
160,151.569560612148
161,151.569560612148
162,151.569560612148
163,151.569560612148
164,151.569560612148
165,151.569560612148
166,151.569560612148
167,151.569560612148
168,151.569560612148
169,151.569560612148
170,151.569560612148
171,151.569560612148
172,151.569560612148
173,151.569560612148
174,151.569560612148
175,151.569560612148
176,151.569560612148
177,151.569560612148
178,151.569560612148
179,151.569560612148
180,151.569560612148
181,151.569560612148
182,151.569560612148
183,151.569560612148
184,151.569560612148
185,151.569560612148
186,151.569560612148
187,151.569560612148
188,151.569560612148
189,151.569560612148
190,151.569560612148
191,151.569560612148
192,151.569560612148
193,151.569560612148
194,151.569560612148
195,151.569560612148
196,151.569560612148
197,151.569560612148
198,151.569560612148
199,151.569560612148
200,151.569560612148
201,151.569560612148
202,151.569560612148
203,151.569560612148
204,151.569560612148
205,151.569560612148
206,151.569560612148
207,151.569560612148
208,151.569560612148
209,151.569560612148
210,151.569560612148
211,151.569560612148
212,151.569560612148
213,151.569560612148
214,151.569560612148
215,151.569560612148
216,151.569560612148
217,151.569560612148
218,151.569560612148
219,151.569560612148
220,151.569560612148
221,151.569560612148
222,151.569560612148
223,151.569560612148
224,151.569560612148
225,151.569560612148
226,151.569560612148
227,151.569560612148
228,151.569560612148
229,151.569560612148
230,151.569560612148
231,151.569560612148
232,151.569560612148
233,151.569560612148
234,151.569560612148
235,151.569560612148
